,Y
0,0.938815534115
1,0.997240781784
2,0.994967877865
3,0.99939763546
4,0.951995491982
5,0.97306406498
6,0.926854729652
7,0.985541641712
8,0.996339678764
9,0.997900605202
10,0.938595473766
11,0.988331973553
12,0.983279466629
13,0.995352745056
14,0.830809533596
15,0.998738825321
16,0.99340069294
17,0.726632416248
18,0.995394349098
19,0.999439656734
20,0.930745899677
21,0.981393039227
22,0.990614295006
23,0.935040593147
24,0.970720589161
25,0.997154831886
26,0.999626994133
27,0.985554337502
28,0.999223947525
29,0.88390737772
30,0.99849653244
31,0.998655796051
32,0.997932672501
33,0.994957864285
34,0.990925073624
35,0.995521664619
36,0.951117694378
37,0.991075515747
38,0.996731162071
39,0.979712128639
40,0.937112748623
41,0.981557011604
42,0.993450522423
43,0.987254083157
44,0.999085903168
45,0.964260578156
46,0.949145197868
47,0.490650862455
48,0.975662767887
49,0.972559869289
50,0.998409688473
51,0.37256732583
52,0.994587540627
53,0.757950603962
54,0.980673074722
55,0.965603947639
56,0.974192261696
57,0.999198377132
58,0.982497513294
59,0.990462005138
60,0.989012360573
61,0.935477554798
62,0.931244730949
63,0.956311523914
64,0.999672055244
65,0.976597905159
66,0.999285638332
67,0.994204342365
68,0.995998740196
69,0.998197138309
70,0.999203503132
71,0.996919512749
72,0.983677864075
73,0.979011237621
74,0.994498670101
75,0.714556097984
76,0.793707847595
77,0.982983231544
78,0.956201672554
79,0.972145438194
80,0.875934302807
81,0.995482802391
82,0.954249203205
83,0.996711730957
84,0.959958732128
85,0.914065718651
86,0.945557594299
87,0.933623075485
88,0.996843099594
89,0.970244288445
90,0.993277013302
91,0.890940546989
92,0.975539445877
93,0.99850910902
94,0.997830808163
95,0.997469186783
96,0.982934892178
97,0.988685369492
98,0.979873538017
99,0.97619843483
100,0.998950064182
101,0.935241997242
102,0.969975829124
103,0.995117306709
104,0.996264159679
105,0.988958716393
106,0.949525237083
107,0.843239724636
108,0.974365651608
109,0.964419662952
110,0.998703956604
111,0.995746076107
112,0.983374118805
113,0.982929110527
114,0.998529553413
115,0.994986653328
116,0.99606102705
117,0.996785759926
118,0.999371945858
119,0.998196065426
120,0.995170891285
121,0.999057114124
122,0.993512928486
123,0.991719603539
124,0.987988114357
125,0.975930988789
126,0.990537345409
127,0.91022837162
128,0.989147186279
129,0.9957472682
130,0.999487996101
131,0.988583564758
132,0.970558285713
133,0.991506993771
134,0.691801607609
135,0.810161948204
136,0.968698143959
137,0.997255504131
138,0.972090363503
139,0.796234607697
140,0.937629044056
141,0.969670534134
142,0.822750031948
143,0.99786901474
144,0.996295154095
145,0.996811926365
146,0.90559899807
147,0.683914601803
148,0.965143144131
149,0.736423909664
150,0.99862575531
151,0.993990421295
152,0.995285928249
153,0.79408955574
154,0.992331147194
155,0.986408948898
156,0.999950528145
157,0.987979531288
158,0.999355137348
159,0.990309655666
160,0.980749249458
