id,Y
0,0.5010489225387573
1,0.5019329786300659
2,0.5015023350715637
3,0.5034010410308838
4,0.5012903213500977
5,0.5010099411010742
6,0.5018563270568848
7,0.5017022490501404
8,0.5013389587402344
9,0.5197939872741699
10,0.5018425583839417
11,0.5013416409492493
12,0.5040301084518433
13,0.5014826655387878
14,0.5009697079658508
15,0.5020871758460999
16,0.501600980758667
17,0.50101637840271
18,0.5011996626853943
19,0.5010912418365479
20,0.5008442997932434
21,0.5009301900863647
22,0.5014480352401733
23,0.50142502784729
24,0.5011669993400574
25,0.5028319358825684
26,0.5033633708953857
27,0.5009733438491821
28,0.5022710561752319
29,0.5010107755661011
30,0.5021515488624573
31,0.5016590356826782
32,0.5022541284561157
33,0.5016539096832275
34,0.5008493661880493
35,0.5016988515853882
36,0.5011631846427917
37,0.5017202496528625
38,0.5014650225639343
39,0.5007789134979248
40,0.5010283589363098
41,0.5012746453285217
42,0.501425564289093
43,0.5007107853889465
44,0.5029647946357727
45,0.5014734864234924
46,0.5012291669845581
47,0.5006017088890076
48,0.5018851161003113
49,0.5018664002418518
50,0.50208580493927
51,0.5007830262184143
52,0.5018052458763123
53,0.5006939172744751
54,0.5015583038330078
55,0.5012423992156982
56,0.5020192861557007
57,0.5022857785224915
58,0.5017038583755493
59,0.5014374256134033
60,0.5010729432106018
61,0.5007268190383911
62,0.500554084777832
63,0.5011569261550903
64,0.5025359988212585
65,0.5017690062522888
66,0.5022562146186829
67,0.5012638568878174
68,0.5015459060668945
69,0.5017958283424377
70,0.5026723742485046
71,0.5240360498428345
72,0.501242995262146
73,0.501903772354126
74,0.5016436576843262
75,0.5002617239952087
76,0.5007683634757996
77,0.5011615753173828
78,0.5012595653533936
79,0.501383364200592
80,0.5013026595115662
81,0.5019534826278687
82,0.5020929574966431
83,0.5019596219062805
84,0.5013570189476013
85,0.5016040802001953
86,0.5001384615898132
87,0.5003212690353394
88,0.501331627368927
89,0.513350248336792
90,0.5020308494567871
91,0.5013101100921631
92,0.501486599445343
93,0.5017291903495789
94,0.5014796257019043
95,0.5014398097991943
96,0.5011351704597473
97,0.5014852285385132
98,0.501558780670166
99,0.5016644597053528
100,0.5015386343002319
101,0.5006800889968872
102,0.5011776089668274
103,0.5019360184669495
104,0.5018190145492554
105,0.5026218295097351
106,0.5008252859115601
107,0.5010269284248352
108,0.5011904239654541
109,0.5022408962249756
110,0.5006312131881714
111,0.5019546747207642
112,0.5011150240898132
113,0.501702606678009
114,0.5015466213226318
115,0.5032734870910645
116,0.524448573589325
117,0.5007002353668213
118,0.5017425417900085
119,0.5022584795951843
120,0.5017135143280029
121,0.5020380020141602
122,0.5010654330253601
123,0.5012028813362122
124,0.5014846324920654
125,0.5017210245132446
126,0.5013028383255005
127,0.5011671185493469
128,0.5015051364898682
129,0.501775324344635
130,0.502493143081665
131,0.5004835724830627
132,0.5010465979576111
133,0.5007657408714294
134,0.5009776949882507
135,0.5004897713661194
136,0.5012359619140625
137,0.5227637887001038
138,0.5011767148971558
139,0.5006715655326843
140,0.5008566975593567
141,0.5009087920188904
142,0.5123916864395142
143,0.5012452006340027
144,0.5031442046165466
145,0.5127221345901489
146,0.5007759928703308
147,0.49985218048095703
148,0.5009421110153198
149,0.5004434585571289
150,0.5014365911483765
151,0.5020177960395813
152,0.5011962056159973
153,0.5005761384963989
154,0.5018784999847412
155,0.5018389821052551
156,0.5024714469909668
157,0.5012083053588867
158,0.5018865466117859
159,0.501928985118866
160,0.5009493231773376
161,0.5008527040481567
162,0.5019547939300537
163,0.5010815858840942
164,0.5006444454193115
165,0.5005130171775818
166,0.5020893216133118
167,0.5027247071266174
168,0.5011252760887146
169,0.5017663240432739
170,0.5013090372085571
171,0.5010113716125488
172,0.5018738508224487
173,0.5241352319717407
174,0.5021035671234131
175,0.5229717493057251
176,0.5024129152297974
177,0.5016761422157288
178,0.5013709664344788
179,0.5012537837028503
180,0.5010423064231873
181,0.5013211369514465
182,0.5017997622489929
183,0.5008346438407898
184,0.5012344717979431
185,0.5023565292358398
186,0.5023860335350037
187,0.5013723969459534
188,0.5013248920440674
189,0.5017762780189514
190,0.5011069774627686
191,0.5009089708328247
192,0.5012531876564026
193,0.501134991645813
194,0.5007771253585815
195,0.5011530518531799
196,0.5008854866027832
197,0.5004954934120178
198,0.501402735710144
199,0.5009856224060059
200,0.5019775629043579
201,0.5012941360473633
202,0.5004088878631592
203,0.5028718709945679
204,0.5025570392608643
205,0.5008388757705688
206,0.5012922286987305
207,0.5012150406837463
208,0.4998520016670227
209,0.502043604850769
210,0.5015110969543457
211,0.5015509128570557
212,0.5010607838630676
213,0.5008715987205505
214,0.5019575953483582
215,0.4999063014984131
216,0.5007855892181396
217,0.5013718605041504
218,0.5011016130447388
219,0.5014769434928894
220,0.5008710026741028
221,0.5017648935317993
222,0.5011877417564392
223,0.5012165307998657
224,0.5002609491348267
225,0.50220787525177
226,0.5010697841644287
227,0.5012352466583252
228,0.5015584230422974
229,0.500696063041687
230,0.5009967088699341
231,0.5020450949668884
232,0.5005859136581421
233,0.5014787316322327
234,0.5016584396362305
235,0.5010161399841309
236,0.5009888410568237
237,0.5020022392272949
238,0.5009483098983765
